lncORF ID,lncORF transcript,,,,Variant,,Trait type,-log10(GWAS P value)
OsLncORF04848,Chr7,5728101,5736366,-,Chr7,5736350,the contents of prolamin,6.60206
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728111,stem diameter,3.53165
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728111,stem diameter,3.63451
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728111,stem diameter,4.12205
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728111,stem diameter,4.28988
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728364,breaking strength of the basal internode,4.48149
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728364,stem diameter,3.51856
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728364,stem diameter,3.64207
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728364,stem diameter,3.64589
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728364,stem diameter,3.74473
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728364,stem diameter,4.2636
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728364,stem diameter,4.44009
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728400,breaking strength of the basal internode,4.07263
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728400,stem diameter,3.31069
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728400,stem diameter,3.42946
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728400,stem diameter,3.57675
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728400,stem diameter,3.58004
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728400,stem diameter,4.23062
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728400,stem diameter,4.35164
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728457,stem diameter,3.42597
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728457,stem diameter,3.4318
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728457,stem diameter,4.06803
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728457,stem diameter,4.19111
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728461,stem diameter,3.48812
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728461,stem diameter,3.62709
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728461,stem diameter,4.098
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728461,stem diameter,4.29671
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728472,stem diameter,3.42597
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728472,stem diameter,3.4318
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728472,stem diameter,4.06803
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728472,stem diameter,4.19111
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728490,stem diameter,2.75945
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728490,stem diameter,3.15058
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728490,stem diameter,3.73049
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728526,stem diameter,3.89279
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728526,stem diameter,4.0752
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728616,stem diameter,3.42597
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728616,stem diameter,3.4318
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728616,stem diameter,4.06803
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728616,stem diameter,4.19111
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728654,breaking strength of the basal internode,4.35164
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728654,stem diameter,3.50585
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728654,stem diameter,3.54516
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728654,stem diameter,3.63639
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728654,stem diameter,3.75449
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728654,stem diameter,4.26841
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728654,stem diameter,4.45842
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728770,stem diameter,3.90658
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728770,stem diameter,4.09474
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728781,stem diameter,3.37469
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728781,stem diameter,3.81816
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728804,breaking strength of the basal internode,3.82391
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728804,breaking strength of the basal internode,4.14813
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728804,stem diameter,3.45967
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728804,stem diameter,3.57187
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728804,stem diameter,3.67572
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728804,stem diameter,3.69897
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728804,stem diameter,4.38091
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728804,stem diameter,4.52143
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728854,breaking strength of the basal internode,3.72816
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728854,stem diameter,1.71897
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728854,stem diameter,1.97881
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728854,stem diameter,3.37059
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728854,stem diameter,3.49214
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728854,stem diameter,4.06098
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728874,stem diameter,3.0278
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728874,stem diameter,3.61798
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728894,stem diameter,3.92082
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728894,stem diameter,4.11182
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728910,breaking strength of the basal internode,4.07263
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728910,stem diameter,3.31069
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728910,stem diameter,3.42946
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728910,stem diameter,3.57675
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728910,stem diameter,3.58004
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728910,stem diameter,4.23062
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5728910,stem diameter,4.35164
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729090,breaking strength of the basal internode,4.08725
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729090,stem diameter,3.41005
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729090,stem diameter,3.41229
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729090,stem diameter,4.05061
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729090,stem diameter,4.16622
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729377,breaking strength of the basal internode,3.72816
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729377,stem diameter,1.71897
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729377,stem diameter,1.97881
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729377,stem diameter,3.37059
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729377,stem diameter,3.49214
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729377,stem diameter,4.06098
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729471,breaking strength of the basal internode,4.15181
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729471,stem diameter,3.30715
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729471,stem diameter,3.46597
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729471,stem diameter,3.96257
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729471,stem diameter,4.17587
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729582,breaking strength of the basal internode,4.42251
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729582,stem diameter,3.41567
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729582,stem diameter,3.63078
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729582,stem diameter,3.77989
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729582,stem diameter,4.20831
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729582,stem diameter,4.42022
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729669,stem diameter,3.92445
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729669,stem diameter,3.9393
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729684,stem diameter,3.92082
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729722,stem diameter,3.43652
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729722,stem diameter,3.58838
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729722,stem diameter,4.00656
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729722,stem diameter,4.22113
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729796,breaking strength of the basal internode,4.10237
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729796,breaking strength of the basal internode,4.22768
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729796,stem diameter,3.47625
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729796,stem diameter,3.68825
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729796,stem diameter,3.77728
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729796,stem diameter,3.8962
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729796,stem diameter,4.52143
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729796,stem diameter,4.6073
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729796,stem thickness,6.76955
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729825,breaking strength of the basal internode,4.01592
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729825,breaking strength of the basal internode,4.32883
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729825,stem diameter,3.54363
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729825,stem diameter,3.68194
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729825,stem diameter,3.82391
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729825,stem diameter,3.82681
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729825,stem diameter,4.57025
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5729825,stem diameter,4.68194
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730199,breaking strength of the basal internode,3.99568
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730199,stem diameter,3.58503
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730199,stem diameter,3.80134
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730341,breaking strength of the basal internode,4.07263
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730341,stem diameter,3.31069
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730341,stem diameter,3.42946
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730341,stem diameter,3.57675
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730341,stem diameter,3.58004
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730341,stem diameter,4.23062
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730341,stem diameter,4.35164
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730482,stem diameter,3.46218
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730482,stem diameter,3.77469
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730482,stem diameter,3.98716
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730482,stem diameter,4.65758
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730505,breaking strength of the basal internode,4.52433
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730505,stem diameter,3.77469
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730505,stem diameter,3.81531
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730505,stem diameter,4.48545
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730505,stem diameter,4.56703
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730627,breaking strength of the basal internode,4.06449
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730627,stem diameter,3.43533
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730627,stem diameter,3.44612
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730627,stem diameter,4.06248
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730627,stem diameter,4.19246
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730648,breaking strength of the basal internode,4.07263
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730648,stem diameter,3.31069
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730648,stem diameter,3.42946
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730648,stem diameter,3.57675
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730648,stem diameter,3.58004
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730648,stem diameter,4.23062
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730648,stem diameter,4.35164
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730674,breaking strength of the basal internode,3.72816
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730674,stem diameter,1.71897
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730674,stem diameter,1.97881
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730674,stem diameter,3.37059
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730674,stem diameter,3.49214
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730674,stem diameter,4.06098
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730885,breaking strength of the basal internode,3.64975
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730885,stem diameter,3.09528
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730885,stem diameter,3.14146
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730885,stem diameter,3.82391
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730885,stem diameter,3.8962
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5730885,stem thickness,5.95861
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731058,breaking strength of the basal internode,4.07263
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731058,stem diameter,3.31069
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731058,stem diameter,3.42946
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731058,stem diameter,3.57675
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731058,stem diameter,3.58004
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731058,stem diameter,4.23062
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731058,stem diameter,4.35164
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731079,breaking strength of the basal internode,3.72816
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731079,stem diameter,1.71897
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731079,stem diameter,1.97881
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731079,stem diameter,3.37059
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731079,stem diameter,3.49214
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731079,stem diameter,4.06098
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731088,breaking strength of the basal internode,4.2426
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731088,stem diameter,3.68825
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731088,stem diameter,3.70115
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731088,stem diameter,4.37986
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731088,stem diameter,4.50724
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731258,breaking strength of the basal internode,4.07263
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731258,stem diameter,3.31069
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731258,stem diameter,3.42946
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731258,stem diameter,3.57675
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731258,stem diameter,3.58004
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731258,stem diameter,4.23062
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731258,stem diameter,4.35164
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731642,breaking strength of the basal internode,4.21681
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731642,stem diameter,3.24872
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731642,stem diameter,3.3279
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731642,stem diameter,3.49214
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731642,stem diameter,3.93181
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731642,stem diameter,4.26281
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731709,stem diameter,3.4437
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731796,breaking strength of the basal internode,4.07263
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731796,stem diameter,3.31069
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731796,stem diameter,3.42946
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731796,stem diameter,3.57675
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731796,stem diameter,3.58004
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731796,stem diameter,4.23062
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731796,stem diameter,4.35164
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731805,breaking strength of the basal internode,4.07263
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731805,stem diameter,3.31069
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731805,stem diameter,3.42946
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731805,stem diameter,3.57675
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731805,stem diameter,3.58004
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731805,stem diameter,4.23062
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731805,stem diameter,4.35164
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731835,stem diameter,2.70997
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731835,stem diameter,3.07831
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731885,stem diameter,2.27327
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731885,stem diameter,3.50864
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5731885,stem diameter,4.0846
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5732472,stem diameter,3.42597
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5732472,stem diameter,3.4318
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5732472,stem diameter,4.06803
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5732472,stem diameter,4.19111
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5732724,breaking strength of the basal internode,3.84164
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5732724,stem diameter,2.08991
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5732724,stem diameter,3.5391
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5732724,stem diameter,3.58838
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5732724,stem diameter,4.1798
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5733548,stem diameter,2.92812
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5733548,stem diameter,3.42597
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5733548,stem diameter,4.06803
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5733947,stem diameter,3.14448
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5733947,stem diameter,3.42946
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5733947,stem diameter,3.57675
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5733947,stem diameter,4.23062
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734058,breaking strength of the basal internode,3.75945
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734058,stem diameter,3.14935
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734058,stem diameter,3.284
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734058,stem diameter,3.32883
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734058,stem diameter,3.35655
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734058,stem diameter,4.02411
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734058,stem diameter,4.11182
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734058,stem thickness,6.37882
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734290,stem diameter,3.3019
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734290,stem diameter,3.85699
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734695,stem diameter,3.23284
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734695,stem diameter,3.87943
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734695,stem diameter,3.99568
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734745,breaking strength of the basal internode,4.18442
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734745,stem diameter,3.28904
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734745,stem diameter,3.58004
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734745,stem diameter,3.87943
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734745,stem diameter,4.23882
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734797,breaking strength of the basal internode,4.07263
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734797,stem diameter,3.31069
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734797,stem diameter,3.42946
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734797,stem diameter,3.57675
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734797,stem diameter,3.58004
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734797,stem diameter,4.23062
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734797,stem diameter,4.35164
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734944,breaking strength of the basal internode,4.07263
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734944,stem diameter,3.31069
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734944,stem diameter,3.42946
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734944,stem diameter,3.57675
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734944,stem diameter,3.58004
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734944,stem diameter,4.23062
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5734944,stem diameter,4.35164
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5735337,breaking strength of the basal internode,3.72816
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5735337,stem diameter,1.71897
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5735337,stem diameter,1.97881
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5735337,stem diameter,3.37059
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5735337,stem diameter,3.49214
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5735337,stem diameter,4.06098
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5735500,stem diameter,3.14448
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5735500,stem diameter,3.42946
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5735500,stem diameter,3.57675
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5735500,stem diameter,4.23062
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5735584,breaking strength of the basal internode,4.07263
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5735584,stem diameter,3.31069
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5735584,stem diameter,3.42946
OsLncORF04849,Chr7,5728101,5736366,-,Chr7,5735584,stem diameter,3.57675
